date_of_extract,post_text,Post ID,Page ID,Page name,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Negative feedback from users: Hide all,Negative feedback from users: Hide,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,source_file,Impressions,Negative feedback from users,Unique negative feedback from users,Unique negative feedback from users: Hide all,Unique negative feedback from users: Hide,"3-second video views by top audience (F, 35-44)","3-second video views by top audience (F, 45-54)","3-second video views by top audience (F, 55-64)","3-second video views by top audience (F, 65+)","3-second video views by top audience (F, 25-34)","3-second video views by top audience (F, 18-24)","3-second video views by top audience (M, 45-54)","3-second video views by top audience (M, 35-44)","3-second video views by top audience (M, 65+)","3-second video views by top audience (M, 55-64)","3-second video views by top audience (M, 25-34)",3-second video views by country (United States (US)),3-second video views by country (Canada (CA)),3-second video views by country (Mexico (MX)),3-second video views by country (Australia (AU)),3-second video views by country (British Virgin Islands (VG)),3-second video views by country (South Korea (KR)),3-second video views by country (Greece (GR)),3-second video views by country (Taiwan (TW)),3-second video views by country (Spain (ES)),3-second video views by country (Germany (DE)),3-second video views by country (Kenya (KE)),3-second video views by country (Thailand (TH)),3-second video views by country (Lebanon (LB)),3-second video views by country (India (IN)),3-second video views by country (Montenegro (ME)),3-second video views by country (Portugal (PT)),3-second video views by country (Malawi (MW)),3-second video views by country (Pakistan (PK)),3-second video views by country (Philippines (PH)),3-second video views by country (Sweden (SE)),"3-second video views by top audience (M, 18-24)",3-second video views by country (United Kingdom (GB)),3-second video views by country (Puerto Rico (PR)),3-second video views by country (Japan (JP)),3-second video views by country (Romania (RO)),3-second video views by country (Netherlands (NL)),3-second video views by country (Nigeria (NG)),3-second video views by country (Turkey (TR)),3-second video views by country (Italy (IT)),3-second video views by country (New Zealand (NZ)),3-second video views by country (Singapore (SG)),3-second video views by country (Argentina (AR)),3-second video views by country (Ukraine (UA)),3-second video views by country (Fiji (FJ)),3-second video views by country (Poland (PL)),3-second video views by country (Nepal (NP)),3-second video views by country (Austria (AT)),3-second video views by country (Vietnam (VN)),3-second video views by country (Peru (PE)),3-second video views by country (Switzerland (CH)),3-second video views by country (Israel (IL)),3-second video views by country (Ireland (IE)),3-second video views by country (Malaysia (MY)),3-second video views by country (South Africa (ZA)),3-second video views by country (Saudi Arabia (SA)),3-second video views by country (Macedonia (MK)),3-second video views by country (Costa Rica (CR)),3-second video views by country (Guernsey (GG)),3-second video views by country (Cyprus (CY)),3-second video views by country (American Samoa (AS)),3-second video views by country (Jamaica (JM)),3-second video views by country (Norway (NO)),3-second video views by country (Serbia (RS)),3-second video views by country (Brazil (BR)),3-second video views by country (United Arab Emirates (AE)),3-second video views by country (Georgia (GE)),3-second video views by country (Hungary (HU))
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,The CEC Learning Library offers access to a compre,1161084049399461,100064936292137,Council for Exceptional Children,NA,0,06/30/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid02s7ZyirKVobz3z6HL7jNcbTzmsA9x2aduXvMNbRhfXvsLUjyQk4VpFjPvJP1B4ocyl,0,0,Photos,NA,NA,NA,NA,Lifetime,1325,974,12,8,0,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,"For children of color, the research is clear: Teac",1160889362752263,100064936292137,Council for Exceptional Children,NA,0,06/30/2025 07:48,N/A,https://www.facebook.com/cechq/posts/pfbid03HCLzGHw6aCx33vQqejbxpHbvUfisUnrJM2HHam3F1ZZQjt4sWLn7wPsjXvNhruLl,0,0,Photos,NA,NA,NA,NA,Lifetime,3707,2634,59,47,2,10,56,45,4,7,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,When Daniel Rodgers took the stage at the 2025 Yes,1158739786300554,100064936292137,Council for Exceptional Children,NA,0,06/27/2025 14:30,N/A,https://www.facebook.com/cechq/posts/pfbid023uTG3Zc3ikx7Xizh7bBNztfZZmZ2iqunt43jDTtY4MeiBo5Nu38gxetCokHrMD3Al,0,0,Photos,NA,NA,NA,NA,Lifetime,2458,1815,31,27,1,3,37,16,9,12,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Social Media Video - CEC Podcast Trailer - 6.2025.,1158558532985346,100064936292137,Council for Exceptional Children,"CEC is pleased to announce our new podcast, Rewriting the Narrative! Rewriting the Narrative will delve into the transformative world of special education. Join President-Elect Ben Tillotson as he hosts insightful conversations with educators, experts, and advocates. Our first episode drops on July 1. 

Subscribe today: https://exceptionalchildren.podbean.com/",50,06/27/2025 09:15,uploaded,https://www.facebook.com/cechq/videos/1020090907004946/,0,0,Videos,NA,NA,NA,NA,Lifetime,1281,1080,43,34,0,9,54,36,NA,18,NA,NA,4687.599,4.155,0,0,0,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Paraeducators are critical to special education. I,1157827039725162,100064936292137,Council for Exceptional Children,NA,0,06/26/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid02PUamUrgRMZrgfBxdFoNQDWZURrvGqEVh76ckz2X8GHGeGGjTjRtcnatae3uVkFqyl,0,0,Photos,NA,NA,NA,NA,Lifetime,11349,7887,181,116,5,60,301,161,39,101,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Mark your calendars! CEC and the Division of Learn,1157607313080468,100064936292137,Council for Exceptional Children,"Mark your calendars! CEC and the Division of Learning Disabilities will host the Learning Disabilities Strategy Summit on October 16. Join us for this exciting virtual event, featuring two keynote speakers and your choice of sessions, to access the latest resources and strategies for teaching students with learning disabilities.

Learn more and sign up for updates, like the full program and registration opening: https://exceptionalchildren.org/events/ld-strategy-summit",24,06/26/2025 07:24,N/A,https://www.facebook.com/cechq/videos/2178105292650674/,0,0,Videos,NA,NA,NA,NA,Lifetime,1506,1333,30,22,0,8,54,25,NA,29,NA,NA,5570.297,4.242,0,0,0,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Students with disabilities at the high school leve,1157543856420147,100064936292137,Council for Exceptional Children,NA,0,06/26/2025 06:00,N/A,https://www.facebook.com/cechq/posts/pfbid02sxc2brCJeHW7tsX2Uqhx7fWTxXSAfdbKZkQUJxJaTUeKJ4GqGsVNwQt2mnV4N9vWl,0,0,Text,NA,NA,NA,NA,Lifetime,7039,5249,81,63,0,18,260,128,NA,132,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,CEC's Diversity Leadership Academy (DLA) supports ,1156707593170440,100064936292137,Council for Exceptional Children,NA,0,06/25/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid02bWSDbuSHdyWdFpEC1F7zQ6YZNeLuuBc5uSJKAyE4jYE9b9AHXmZEoAwnEJyzCzzQl,0,0,Photos,NA,NA,NA,NA,Lifetime,1868,1360,19,14,0,5,8,3,3,2,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,"#CEC2026 is heading to Salt Lake City, and we've g",1156504983190701,100064936292137,Council for Exceptional Children,NA,0,06/25/2025 07:16,N/A,https://www.facebook.com/cechq/posts/pfbid02d8gcxomnpafQ8TWf863bimTcRfYpoHZteeBg6nebNFdJobV16zJaqWKQuHtL8gJZl,0,0,Photos,NA,NA,NA,NA,Lifetime,5430,3802,69,54,3,12,257,122,46,89,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Graphic organizers and task analyses can be tools ,1155819206592612,100064936292137,Council for Exceptional Children,NA,0,06/24/2025 12:00,N/A,https://www.facebook.com/cechq/posts/pfbid02vA3zu8LCD4G1JDdWrQRDqNBXZMtMjKrs4LgpJEzkcqBnrqgGe9BgEj5g9i6ekBmUl,0,0,Photos,NA,NA,NA,NA,Lifetime,10275,7362,207,151,3,53,284,148,42,94,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Don't miss your chance to learn about the issues i,1155787096595823,100064936292137,Council for Exceptional Children,NA,0,06/24/2025 11:02,N/A,https://www.facebook.com/cechq/posts/pfbid02BtHWwEXpK3N2pRCUXEzayPKUNxAEmKHBy1zaMPsw2WveCJy3F97y3w1Pb1BUdy7xl,0,0,Photos,NA,NA,NA,NA,Lifetime,1208,869,6,6,0,0,7,3,1,3,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,"Meet Grace Falleur, recipient of CEC's 2025 Yes I ",1155654089942457,100064936292137,Council for Exceptional Children,NA,0,06/24/2025 07:29,N/A,https://www.facebook.com/cechq/posts/pfbid0QCjr9YYgyek4c1KonxyDKU7ZXT9nb34g4VUaz4qRsFDQ1HMMttCyHHjkoLWEnrGrl,0,0,Photos,NA,NA,NA,NA,Lifetime,2815,2025,38,32,1,5,25,11,5,9,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,“We are excited to offer this new program to suppo,1155073730000493,100064936292137,Council for Exceptional Children,NA,0,06/23/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid0pqD1ESUp3vV9UipsxcpWQ5GdYsXn7XbqnHqKJdvyTchiWPptTyzsWkpSGHz2WjYyl,0,0,Photos,NA,NA,NA,NA,Lifetime,1628,1253,6,4,0,2,13,3,5,5,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,The future of special education starts now. Discov,1154923336682199,100064936292137,Council for Exceptional Children,NA,0,06/23/2025 08:44,N/A,https://www.facebook.com/cechq/posts/pfbid02rPXHub7AYQ4jPyV4KA4Cm3QnUXT1n1aDSE2NRHrpXJEi6XB83FHQaHUDbuxEb7kEl,0,0,Photos,NA,NA,NA,NA,Lifetime,4810,3607,56,46,1,9,97,45,15,37,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,"Last year, the Members Handicapped Children’s Fund",1152573956917137,100064936292137,Council for Exceptional Children,NA,0,06/20/2025 07:29,N/A,https://www.facebook.com/cechq/posts/pfbid0vod244rpzzMjCG1owCPAcisuSDZnmdBbuM9XsJ1K5eoEdarfRAM3iH4PMZSyrM9rl,0,0,Photos,NA,NA,NA,NA,Lifetime,2546,1910,38,32,2,4,47,32,6,9,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Two high-leverage math practices (teaching with ex,1151721330335733,100064936292137,Council for Exceptional Children,NA,0,06/19/2025 06:00,N/A,https://www.facebook.com/cechq/posts/pfbid022r5SufShyhhgauGPfARQGppCNdNTKrRUT2aJUk98WZZkreQng6oTCgYvqGhwvQUvl,0,0,Photos,NA,NA,NA,NA,Lifetime,3977,2888,65,47,1,17,99,47,22,30,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,"Established in 2021 as a federal holiday, Juneteen",1151690077005525,100064936292137,Council for Exceptional Children,NA,0,06/19/2025 05:10,N/A,https://www.facebook.com/cechq/posts/pfbid0wYKiAYboqGiztdT51sa2CLrEgfVsQcj1KWYCuDxXZuFNdkRGYzyt7D4uyhZBLFCVl,0,0,Photos,NA,NA,NA,NA,Lifetime,4321,3187,138,113,0,25,18,11,5,2,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Are you excited for #CEC2026? Registration is now ,1151202897054243,100064936292137,Council for Exceptional Children,NA,0,06/18/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid0wdM5msKSY8itdYQLENfS44LthQvExZBP78YbTALi2x4epaQH8RgShLPzBbyWErdil,0,0,Photos,NA,NA,NA,NA,Lifetime,4516,3250,40,35,0,5,164,78,19,67,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,...the funds will expand the Chambersburg college’,1151008283740371,100064936292137,Council for Exceptional Children,NA,0,06/18/2025 07:08,N/A,https://www.facebook.com/cechq/posts/pfbid023o1YTc5LwuEXwq4fRUeWXdQwtrKkCaKJZEA55MMX1k1RQ7ankrkPHJ13YuqKK4bwl,0,0,Photos,NA,NA,NA,NA,Lifetime,1542,1196,9,9,0,0,17,6,3,8,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Shared story reading in math can provide real worl,1150440090463857,100064936292137,Council for Exceptional Children,NA,0,06/17/2025 12:00,N/A,https://www.facebook.com/cechq/posts/pfbid0Uusd7BVvzXDPqZcmtwhX8zLLZa4K2VTKsVciarK3xQekc6n67jtj2pQh1MGHmJJ5l,0,0,Links,NA,NA,NA,NA,Lifetime,1031,724,10,8,0,2,16,1,NA,15,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Discover all that we have to offer on the topic of,1150411067133426,100064936292137,Council for Exceptional Children,NA,0,06/17/2025 11:01,N/A,https://www.facebook.com/cechq/posts/pfbid0vvHQQRu5ddvGLBMFGng1nRwUPsLSQq5diQezPSXLxXQeXcay28FCcjPg72fx4sPUl,0,0,Photos,NA,NA,NA,NA,Lifetime,7724,5306,189,128,0,61,108,57,16,35,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,Meet CEC's Partner of the Month: University of Nor,1150279917146541,100064936292137,Council for Exceptional Children,NA,0,06/17/2025 07:34,N/A,https://www.facebook.com/cechq/posts/pfbid0tz8CGHnYCKaU5B7DKantAFLh1wmL7RkXw9hBWCPZweiHLQtJDwe16PJtHtauZZTnl,0,0,Photos,NA,NA,NA,NA,Lifetime,2831,2130,21,19,0,2,56,26,8,22,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,"TOMORROW: Join Stacie Dojonovic, Executive Directo",1149600340547832,100064936292137,Council for Exceptional Children,NA,0,06/16/2025 09:55,N/A,https://www.facebook.com/cechq/posts/pfbid02dUfn1ttYiKycg8gwt2qR7guNJRTPNTHw3L7uy32E4RvFEyVNU7bLUiYrtddZkZtRl,0,0,Photos,NA,NA,NA,NA,Lifetime,2680,1988,18,12,0,6,33,14,5,14,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-05-17-Apr-30-2025_Jul-17-2025_175523157509950,"O’Donnell, with the support of three paraprofessio",1147183644122835,100064936292137,Council for Exceptional Children,NA,0,06/13/2025 08:16,N/A,https://www.facebook.com/cechq/posts/pfbid0aRK7oz6iUQbeDDdNhF5gZ5GVER2S5WWLbEzMXS5xN3GGEVUV7QBpXZmNFpKBgcznl,0,0,Photos,NA,NA,NA,NA,Lifetime,4470,3259,31,21,3,7,35,15,11,9,NA,NA,NA,NA,NA,NA,NA,2025-05-17-Apr-30-2025_Jul-17-2025_1755231575099506.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
